S No,State Code,State Name,District LGD Code,District Name (In English)
714,9,Uttar Pradesh(State),149,Hamirpur
715,9,Uttar Pradesh(State),661,Hapur
716,9,Uttar Pradesh(State),150,Hardoi
717,9,Uttar Pradesh(State),163,Hathras
718,9,Uttar Pradesh(State),151,Jalaun
719,9,Uttar Pradesh(State),152,Jaunpur
720,9,Uttar Pradesh(State),153,Jhansi
721,9,Uttar Pradesh(State),155,Kannauj
722,9,Uttar Pradesh(State),156,Kanpur Dehat
723,9,Uttar Pradesh(State),157,Kanpur Nagar
724,9,Uttar Pradesh(State),633,Kasganj
725,9,Uttar Pradesh(State),158,Kaushambi
726,9,Uttar Pradesh(State),159,Kheri
727,9,Uttar Pradesh(State),160,Kushinagar
728,9,Uttar Pradesh(State),161,Lalitpur
729,9,Uttar Pradesh(State),162,Lucknow
730,9,Uttar Pradesh(State),165,Mahoba
731,9,Uttar Pradesh(State),164,Mahrajganj
732,9,Uttar Pradesh(State),166,Mainpuri
733,9,Uttar Pradesh(State),167,Mathura
734,9,Uttar Pradesh(State),168,Mau
735,9,Uttar Pradesh(State),169,Meerut
736,9,Uttar Pradesh(State),170,Mirzapur
737,9,Uttar Pradesh(State),171,Moradabad
738,9,Uttar Pradesh(State),172,Muzaffarnagar
739,9,Uttar Pradesh(State),173,Pilibhit
740,9,Uttar Pradesh(State),174,Pratapgarh
741,9,Uttar Pradesh(State),120,Prayagraj
742,9,Uttar Pradesh(State),175,Rae Bareli
743,9,Uttar Pradesh(State),176,Rampur
744,9,Uttar Pradesh(State),177,Saharanpur
745,9,Uttar Pradesh(State),659,Sambhal
746,9,Uttar Pradesh(State),178,Sant Kabir Nagar
747,9,Uttar Pradesh(State),180,Shahjahanpur
748,9,Uttar Pradesh(State),660,Shamli
749,9,Uttar Pradesh(State),181,Shrawasti
750,9,Uttar Pradesh(State),182,Siddharthnagar
751,9,Uttar Pradesh(State),183,Sitapur
752,9,Uttar Pradesh(State),184,Sonbhadra
753,9,Uttar Pradesh(State),185,Sultanpur
754,9,Uttar Pradesh(State),186,Unnao
755,9,Uttar Pradesh(State),187,Varanasi
756,19,West Bengal(State),664,Alipurduar
757,19,West Bengal(State),305,Bankura
758,19,West Bengal(State),307,Birbhum
759,19,West Bengal(State),308,Cooch Behar
760,19,West Bengal(State),310,Dakshin Dinajpur
761,19,West Bengal(State),309,Darjeeling
762,19,West Bengal(State),312,Hooghly
763,19,West Bengal(State),313,Howrah
764,19,West Bengal(State),314,Jalpaiguri
765,19,West Bengal(State),703,Jhargram
766,19,West Bengal(State),702,Kalimpong
767,19,West Bengal(State),315,Kolkata
768,19,West Bengal(State),316,Malda
769,19,West Bengal(State),319,Murshidabad
770,19,West Bengal(State),320,Nadia
771,19,West Bengal(State),303,North 24 Parganas
772,19,West Bengal(State),704,Paschim Bardhaman
773,19,West Bengal(State),318,Paschim Medinipur
774,19,West Bengal(State),306,Purba Bardhaman
775,19,West Bengal(State),317,Purba Medinipur
776,19,West Bengal(State),321,Purulia
777,19,West Bengal(State),304,South 24 Parganas
778,19,West Bengal(State),311,Uttar Dinajpur
